data_hora,n_blumenau,c_blumenau,n_apiuna,c_apiuna,n_ibirama,c_ibirama,c_indaial,c_ituporanga,c_pouso_redondo,c_rio_do_oeste,n_rio_do_sul,c_rio_do_sul,n_taio,c_taio,c_timbo,n_blumenau_3,n_blumenau_6,n_blumenau_9,numero_evento
2009-01-19 04:15:00,1.743,0.000,0.829,0.000,1.638,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,1.742,1.896,2.139,1
2009-01-19 04:30:00,1.740,0.000,0.829,0.000,1.645,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,1.746,1.932,2.148,1
2009-01-19 04:45:00,1.736,0.000,0.827,0.000,1.649,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,1.751,1.968,2.157,1
2009-01-19 05:00:00,1.733,0.000,0.830,0.000,1.651,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,1.755,2.004,2.166,1
2009-01-19 05:15:00,1.735,0.000,0.829,0.000,1.645,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,1.767,2.026,2.176,1
2009-01-19 05:30:00,1.738,0.000,0.832,0.000,1.643,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,1.778,2.048,2.186,1
2009-01-19 05:45:00,1.740,0.000,0.830,0.000,1.641,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,1.790,2.070,2.196,1
2009-01-19 06:00:00,1.742,0.000,0.832,0.000,1.641,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,1.802,2.092,2.206,1
2009-01-19 06:15:00,1.741,0.000,0.832,0.000,1.632,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,1.817,2.102,2.209,1
2009-01-19 06:30:00,1.740,0.000,0.831,0.000,1.622,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,1.831,2.111,2.212,1
2009-01-19 06:45:00,1.739,0.000,0.832,0.000,1.630,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,1.846,2.120,2.215,1
2009-01-19 07:00:00,1.738,0.000,0.834,0.000,1.635,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,1.860,2.130,2.218,1
2009-01-19 07:15:00,1.742,0.000,0.833,0.000,1.643,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,1.896,2.139,2.221,1
2009-01-19 07:30:00,1.746,0.000,0.834,0.000,1.650,0.000,0.000,0.000,0.200,0.000,5.523,0.000,5.823,0.000,0.000,1.932,2.148,2.224,1
2009-01-19 07:45:00,1.751,0.000,0.834,0.000,1.641,0.000,0.000,0.000,0.400,0.000,5.523,0.000,5.823,0.000,0.000,1.968,2.157,2.226,1
2009-01-19 08:00:00,1.755,0.000,0.834,0.000,1.645,0.000,0.000,0.000,0.300,0.000,5.523,0.000,5.823,0.000,0.000,2.004,2.166,2.229,1
2009-01-19 08:15:00,1.767,0.000,0.832,0.000,1.639,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.026,2.176,2.231,1
2009-01-19 08:30:00,1.778,0.000,0.833,0.000,1.641,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.048,2.186,2.233,1
2009-01-19 08:45:00,1.790,0.000,0.830,0.000,1.641,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.070,2.196,2.235,1
2009-01-19 09:00:00,1.802,0.000,0.832,0.000,1.639,0.000,0.000,0.200,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.092,2.206,2.237,1
2009-01-19 09:15:00,1.817,0.000,0.834,0.000,1.633,0.000,0.000,0.200,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.102,2.209,2.238,1
2009-01-19 09:30:00,1.831,0.000,0.834,0.000,1.629,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.111,2.212,2.239,1
2009-01-19 09:45:00,1.846,0.000,0.836,0.000,1.639,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.120,2.215,2.240,1
2009-01-19 10:00:00,1.860,4.318,0.837,0.000,1.636,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.130,2.218,2.241,1
2009-01-19 10:15:00,1.896,8.640,0.836,0.000,1.631,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.139,2.221,2.245,1
2009-01-19 10:30:00,1.932,3.810,0.836,0.000,1.633,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.148,2.224,2.250,1
2009-01-19 10:45:00,1.968,1.016,0.836,0.000,1.633,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.157,2.226,2.254,1
2009-01-19 11:00:00,2.004,0.508,0.836,0.000,1.637,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.166,2.229,2.258,1
2009-01-19 11:15:00,2.026,0.254,0.836,0.000,1.634,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.176,2.231,2.282,1
2009-01-19 11:30:00,2.048,0.254,0.834,0.000,1.629,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.186,2.233,2.306,1
2009-01-19 11:45:00,2.070,0.000,0.834,0.000,1.632,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.196,2.235,2.330,1
2009-01-19 12:00:00,2.092,0.000,0.834,0.254,1.633,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.206,2.237,2.354,1
2009-01-19 12:15:00,2.102,0.000,0.836,1.270,1.630,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.209,2.238,2.393,1
2009-01-19 12:30:00,2.111,0.000,0.836,1.524,1.635,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.212,2.239,2.431,1
2009-01-19 12:45:00,2.120,0.000,0.836,0.000,1.637,0.200,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.215,2.240,2.470,1
2009-01-19 13:00:00,2.130,0.000,0.839,1.524,1.631,1.300,0.000,0.000,0.000,0.100,5.523,0.000,5.823,0.000,0.000,2.218,2.241,2.509,1
2009-01-19 13:15:00,2.139,0.508,0.838,1.016,1.641,0.700,0.000,0.000,0.000,0.200,5.523,0.000,5.823,0.000,0.000,2.221,2.245,2.552,1
2009-01-19 13:30:00,2.148,1.016,0.839,2.286,1.627,0.100,0.000,0.000,0.000,0.100,5.523,0.000,5.823,0.000,0.000,2.224,2.250,2.595,1
2009-01-19 13:45:00,2.157,1.016,0.849,7.112,1.628,0.300,0.254,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.226,2.254,2.637,1
2009-01-19 14:00:00,2.166,1.524,0.853,5.334,1.657,2.700,0.000,0.100,0.000,0.100,5.523,0.000,5.823,0.000,0.000,2.229,2.258,2.680,1
2009-01-19 14:15:00,2.176,0.254,0.853,1.270,1.687,0.400,0.254,0.300,0.100,0.100,5.523,0.000,5.823,0.000,0.000,2.231,2.282,2.737,1
2009-01-19 14:30:00,2.186,0.000,0.851,0.000,1.677,0.000,0.000,0.900,0.200,0.300,5.523,0.000,5.823,0.000,0.000,2.233,2.306,2.793,1
2009-01-19 14:45:00,2.196,0.000,0.851,0.000,1.671,0.100,0.000,0.500,0.100,0.200,5.523,0.000,5.823,0.000,0.000,2.235,2.330,2.849,1
2009-01-19 15:00:00,2.206,0.000,0.851,0.000,1.669,0.000,0.000,0.500,0.400,0.500,5.523,0.000,5.823,0.000,0.000,2.237,2.354,2.906,1
2009-01-19 15:15:00,2.209,0.000,0.849,0.000,1.673,0.000,0.000,0.200,0.300,0.000,5.523,0.000,5.823,0.000,0.000,2.238,2.393,2.969,1
2009-01-19 15:30:00,2.212,0.254,0.845,0.000,1.666,0.000,0.000,0.000,0.100,0.000,5.523,0.000,5.823,0.000,0.000,2.239,2.431,3.032,1
2009-01-19 15:45:00,2.215,0.000,0.838,0.000,1.666,0.000,0.000,0.100,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.240,2.470,3.094,1
2009-01-19 16:00:00,2.218,0.000,0.838,0.000,1.669,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.241,2.509,3.157,1
2009-01-19 16:15:00,2.221,0.000,0.838,0.000,1.681,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.245,2.552,3.224,1
2009-01-19 16:30:00,2.224,0.000,0.838,0.000,1.708,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.250,2.595,3.291,1
2009-01-19 16:45:00,2.226,0.000,0.841,0.000,1.729,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.254,2.637,3.358,1
2009-01-19 17:00:00,2.229,0.000,0.841,0.000,1.746,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.258,2.680,3.425,1
2009-01-19 17:15:00,2.231,0.000,0.841,0.000,1.751,0.000,1.270,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.282,2.737,3.495,1
2009-01-19 17:30:00,2.233,0.254,0.841,0.254,1.753,0.000,0.254,0.000,0.200,0.000,5.523,0.000,5.823,0.000,0.000,2.306,2.793,3.565,1
2009-01-19 17:45:00,2.235,0.254,0.837,0.000,1.755,0.000,0.762,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.330,2.849,3.635,1
2009-01-19 18:00:00,2.237,1.270,0.838,0.254,1.750,0.000,0.000,0.300,0.000,0.300,5.523,0.000,5.823,0.000,0.000,2.354,2.906,3.705,1
2009-01-19 18:15:00,2.238,0.508,0.838,0.000,1.753,0.300,0.762,0.200,0.000,1.700,5.523,0.000,5.823,0.000,0.000,2.393,2.969,3.768,1
2009-01-19 18:30:00,2.239,0.762,0.839,0.254,1.753,0.200,0.508,0.200,0.000,1.800,5.523,0.000,5.823,0.000,0.000,2.431,3.032,3.830,1
2009-01-19 18:45:00,2.240,0.508,0.841,1.270,1.754,0.100,0.762,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.470,3.094,3.893,1
2009-01-19 19:00:00,2.241,0.000,0.845,1.270,1.753,0.200,0.254,0.100,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.509,3.157,3.956,1
2009-01-19 19:15:00,2.245,0.254,0.847,2.032,1.745,0.000,0.000,0.000,0.000,0.100,5.523,0.000,5.823,0.000,0.000,2.552,3.224,4.007,1
2009-01-19 19:30:00,2.250,0.254,0.849,0.000,1.746,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.595,3.291,4.058,1
2009-01-19 19:45:00,2.254,0.000,0.847,0.000,1.748,0.500,0.254,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.637,3.358,4.110,1
2009-01-19 20:00:00,2.258,0.508,0.847,0.000,1.753,0.300,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.680,3.425,4.161,1
2009-01-19 20:15:00,2.282,2.032,0.849,0.254,1.757,0.100,0.508,0.000,0.600,0.100,5.523,0.000,5.823,0.000,0.000,2.737,3.495,4.189,1
2009-01-19 20:30:00,2.306,1.270,0.848,1.270,1.748,0.000,0.254,0.000,0.800,0.000,5.523,0.000,5.823,0.000,0.000,2.793,3.565,4.217,1
2009-01-19 20:45:00,2.330,0.508,0.848,0.508,1.746,0.100,0.000,0.000,0.300,0.000,5.523,0.000,5.823,0.000,0.000,2.849,3.635,4.246,1
2009-01-19 21:00:00,2.354,1.016,0.846,1.270,1.746,0.400,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,2.906,3.705,4.274,1
2009-01-19 21:15:00,2.393,0.254,0.848,1.778,1.763,0.300,0.000,0.000,0.000,0.200,5.523,0.000,5.823,0.000,0.000,2.969,3.768,4.288,1
2009-01-19 21:30:00,2.431,0.254,0.849,2.540,1.774,0.400,0.254,0.000,0.000,0.100,5.523,0.000,5.823,0.000,0.000,3.032,3.830,4.301,1
2009-01-19 21:45:00,2.470,0.254,0.855,7.620,1.792,0.000,0.762,0.000,0.100,0.000,5.523,0.000,5.823,0.000,0.000,3.094,3.893,4.315,1
2009-01-19 22:00:00,2.509,2.794,0.856,4.064,1.813,0.100,1.016,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.157,3.956,4.329,1
2009-01-19 22:15:00,2.552,1.778,0.857,1.778,1.832,0.000,2.286,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.224,4.007,4.337,1
2009-01-19 22:30:00,2.595,1.016,0.855,1.270,1.839,0.000,4.318,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.291,4.058,4.345,1
2009-01-19 22:45:00,2.637,0.254,0.855,0.508,1.851,0.000,3.302,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.358,4.110,4.353,1
2009-01-19 23:00:00,2.680,0.000,0.853,0.254,1.872,0.100,1.270,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.425,4.161,4.361,1
2009-01-19 23:15:00,2.737,0.000,0.852,1.270,1.876,0.100,0.762,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.495,4.189,4.357,1
2009-01-19 23:30:00,2.793,0.000,0.854,1.270,1.902,0.000,1.270,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.565,4.217,4.354,1
2009-01-19 23:45:00,2.849,0.254,0.851,0.254,1.933,0.000,1.778,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.635,4.246,4.350,1
2009-01-20 00:00:00,2.906,0.254,0.850,0.254,1.966,0.000,1.524,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.705,4.274,4.346,1
2009-01-20 00:15:00,2.969,0.000,0.849,0.000,1.990,0.000,2.286,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.768,4.288,4.343,1
2009-01-20 00:30:00,3.032,0.000,0.848,0.000,2.000,0.000,1.270,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.830,4.301,4.341,1
2009-01-20 00:45:00,3.094,0.000,0.847,0.000,2.007,0.000,1.016,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.893,4.315,4.338,1
2009-01-20 01:00:00,3.157,0.000,0.847,0.000,2.021,0.000,0.508,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.956,4.329,4.335,1
2009-01-20 01:15:00,3.224,1.016,0.847,0.254,2.043,0.000,0.254,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.007,4.337,4.323,1
2009-01-20 01:30:00,3.291,1.524,0.847,0.000,2.064,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.058,4.345,4.312,1
2009-01-20 01:45:00,3.358,1.270,0.847,0.000,2.067,0.000,0.254,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.110,4.353,4.300,1
2009-01-20 02:00:00,3.425,0.000,0.852,0.000,2.072,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.161,4.361,4.288,1
2009-01-20 02:15:00,3.495,0.254,0.856,0.000,2.080,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.189,4.357,4.275,1
2009-01-20 02:30:00,3.565,0.000,0.857,0.000,2.086,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.217,4.354,4.263,1
2009-01-20 02:45:00,3.635,0.000,0.856,0.000,2.098,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.246,4.350,4.250,1
2009-01-20 03:00:00,3.705,0.000,0.855,0.000,2.104,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.274,4.346,4.237,1
2009-01-20 03:15:00,3.768,0.000,0.852,0.000,2.092,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.288,4.343,4.219,1
2009-01-20 03:30:00,3.830,0.000,0.850,0.000,2.091,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.301,4.341,4.201,1
2009-01-20 03:45:00,3.893,0.000,0.848,0.000,2.097,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.315,4.338,4.183,1
2009-01-20 04:00:00,3.956,0.000,0.849,0.000,2.100,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.329,4.335,4.165,1
2009-01-20 04:15:00,4.007,0.000,0.848,0.000,2.100,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.337,4.323,4.141,1
2009-01-20 04:30:00,4.058,0.000,0.848,0.000,2.104,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.345,4.312,4.117,1
2009-01-20 04:45:00,4.110,0.000,0.843,0.000,2.100,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.353,4.300,4.093,1
2009-01-20 05:00:00,4.161,0.000,0.845,0.000,2.104,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.361,4.288,4.069,1
2009-01-20 05:15:00,4.189,0.000,0.845,0.000,2.104,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.357,4.275,4.045,1
2009-01-20 05:30:00,4.217,0.000,0.845,0.000,2.095,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.354,4.263,4.021,1
2009-01-20 05:45:00,4.246,0.000,0.841,0.000,2.099,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.350,4.250,3.997,1
2009-01-20 06:00:00,4.274,0.000,0.843,0.000,2.087,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.346,4.237,3.973,1
2009-01-20 06:15:00,4.288,0.000,0.841,0.000,2.072,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.343,4.219,3.944,1
2009-01-20 06:30:00,4.301,0.000,0.843,0.000,2.072,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.341,4.201,3.914,1
2009-01-20 06:45:00,4.315,0.000,0.841,0.000,2.059,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.338,4.183,3.885,1
2009-01-20 07:00:00,4.329,0.000,0.842,0.000,2.056,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.335,4.165,3.856,1
2009-01-20 07:15:00,4.337,0.000,0.841,0.000,2.044,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.323,4.141,3.824,1
2009-01-20 07:30:00,4.345,0.000,0.845,0.000,2.033,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.312,4.117,3.791,1
2009-01-20 07:45:00,4.353,0.000,0.844,0.000,2.025,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.300,4.093,3.758,1
2009-01-20 08:00:00,4.361,0.000,0.845,0.000,2.018,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.288,4.069,3.726,1
2009-01-20 08:15:00,4.357,0.000,0.842,0.000,2.012,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.275,4.045,3.695,1
2009-01-20 08:30:00,4.354,0.000,0.842,0.000,2.006,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.263,4.021,3.663,1
2009-01-20 08:45:00,4.350,0.000,0.842,0.000,1.995,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.250,3.997,3.631,1
2009-01-20 09:00:00,4.346,0.000,0.839,0.000,1.993,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.237,3.973,3.600,1
2009-01-20 09:15:00,4.343,0.000,0.841,0.000,1.983,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.219,3.944,3.566,1
2009-01-20 09:30:00,4.341,0.000,0.842,0.000,1.979,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.201,3.914,3.531,1
2009-01-20 09:45:00,4.338,0.000,0.840,0.000,1.969,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.183,3.885,3.497,1
2009-01-20 10:00:00,4.335,0.000,0.840,0.000,1.970,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.165,3.856,3.462,1
2009-01-20 10:15:00,4.323,0.000,0.841,0.000,1.963,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.141,3.824,3.433,1
2009-01-20 10:30:00,4.312,0.000,0.840,0.000,1.947,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.117,3.791,3.405,1
2009-01-20 10:45:00,4.300,0.000,0.842,0.000,1.932,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.093,3.758,3.377,1
2009-01-20 11:00:00,4.288,0.000,0.840,0.000,1.924,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.069,3.726,3.348,1
2009-01-20 11:15:00,4.275,0.000,0.842,0.000,1.928,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.045,3.695,3.315,1
2009-01-20 11:30:00,4.263,0.000,0.842,0.000,1.926,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,4.021,3.663,3.281,1
2009-01-20 11:45:00,4.250,0.000,0.844,0.000,1.932,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.997,3.631,3.248,1
2009-01-20 12:00:00,4.237,0.000,0.840,0.000,1.940,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.973,3.600,3.215,1
2009-01-20 12:15:00,4.219,0.000,0.839,0.000,1.944,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.944,3.566,3.187,1
2009-01-20 12:30:00,4.201,0.000,0.841,0.000,1.938,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.914,3.531,3.159,1
2009-01-20 12:45:00,4.183,0.000,0.840,0.000,1.936,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.885,3.497,3.130,1
2009-01-20 13:00:00,4.165,0.000,0.841,0.000,1.930,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.856,3.462,3.102,1
2009-01-20 13:15:00,4.141,0.000,0.840,0.000,1.926,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.824,3.433,3.078,1
2009-01-20 13:30:00,4.117,0.000,0.841,0.000,1.919,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.791,3.405,3.053,1
2009-01-20 13:45:00,4.093,0.000,0.841,0.000,1.925,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.758,3.377,3.029,1
2009-01-20 14:00:00,4.069,0.000,0.840,0.000,1.943,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.726,3.348,3.005,1
2009-01-20 14:15:00,4.045,0.000,0.843,0.000,1.939,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.695,3.315,2.984,1
2009-01-20 14:30:00,4.021,0.000,0.841,0.000,1.936,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.663,3.281,2.964,1
2009-01-20 14:45:00,3.997,0.000,0.842,0.000,1.931,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.631,3.248,2.944,1
2009-01-20 15:00:00,3.973,0.000,0.843,0.000,1.927,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.600,3.215,2.923,1
2009-01-20 15:15:00,3.944,0.000,0.843,0.000,1.927,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.566,3.187,2.903,1
2009-01-20 15:30:00,3.914,0.000,0.841,0.000,1.925,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.531,3.159,2.883,1
2009-01-20 15:45:00,3.885,0.000,0.841,0.000,1.937,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.497,3.130,2.864,1
2009-01-20 16:00:00,3.856,0.000,0.841,0.000,1.926,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.462,3.102,2.844,1
2009-01-20 16:15:00,3.824,0.000,0.843,0.000,1.916,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.433,3.078,2.830,1
2009-01-20 16:30:00,3.791,0.000,0.842,0.000,1.913,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.405,3.053,2.817,1
2009-01-20 16:45:00,3.758,0.000,0.842,0.000,1.912,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.377,3.029,2.803,1
2009-01-20 17:00:00,3.726,0.000,0.843,0.000,1.922,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.348,3.005,2.789,1
2009-01-20 17:15:00,3.695,0.000,0.844,0.000,1.930,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.315,2.984,2.777,1
2009-01-20 17:30:00,3.663,0.000,0.844,0.000,1.941,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.281,2.964,2.766,1
2009-01-20 17:45:00,3.631,0.000,0.844,0.000,1.951,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.248,2.944,2.755,1
2009-01-20 18:00:00,3.600,0.000,0.844,0.000,1.959,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.215,2.923,2.743,1
2009-01-20 18:15:00,3.566,0.000,0.846,0.000,1.967,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.187,2.903,2.736,1
2009-01-20 18:30:00,3.531,0.000,0.844,0.000,1.967,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.159,2.883,2.728,1
2009-01-20 18:45:00,3.497,0.000,0.844,0.000,1.976,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.130,2.864,2.721,1
2009-01-20 19:00:00,3.462,0.000,0.844,0.000,1.980,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.102,2.844,2.714,1
2009-01-20 19:15:00,3.433,0.000,0.844,0.000,1.986,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.078,2.830,2.704,1
2009-01-20 19:30:00,3.405,0.000,0.847,0.000,1.994,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.053,2.817,2.694,1
2009-01-20 19:45:00,3.377,0.000,0.846,0.000,1.997,0.000,0.000,0.000,0.000,0.000,5.523,0.000,5.823,0.000,0.000,3.029,2.803,2.685,1
